Ticker,Name,Market Cap,P/E ttm,EPS ttm,Net Income(a),Beta,Dividend(a),Div Yield,Last,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High
HAS,Hasbro Inc,14726394000,27.68,4.25,220430000,1.09,2.72,0.0233,116.69,25.40,0.4362,0.0382,0.0788,0.1582,0.88,0.5182,0.1868,725700,76.84,126.87
HBAN,Huntington Bcshs,14005663000,10.90,1.27,1393000000,1.45,0.60,0.0445,13.49,-4.60,0.1321,-0.0033,-0.0171,-0.1327,0.32,0.4468,0.1826,7850840,11.12,15.66
HBI,Hanesbrands Inc,5282143000,8.48,1.75,553080000,1.17,0.60,0.0411,14.61,-13.00,0.1660,0.0347,-0.1632,-0.1608,-0.56,0.4774,0.3187,4407930,11.57,19.38
HCA,Hca Holdings Inc,39772256000,11.44,10.33,3787000000,0.87,1.60,0.0137,116.64,-15.50,-0.0628,-0.0750,-0.1508,-0.1601,-1.00,0.3990,0.2196,1581620,110.31,147.42
HCP,HCP Inc,17900960000,20.75,2.04,1061090000,0.23,1.48,0.0406,36.45,44.70,0.3050,0.0245,0.1022,0.4205,1.00,0.6489,0.1544,3269275,24.47,36.73
HD,Home Depot,248238000000,22.23,10.20,11121000000,1.05,5.44,0.0240,226.67,22.80,0.3192,-0.0193,0.0646,0.1424,0.88,0.5281,0.1407,3719345,158.09,235.49
HDS,HD Supply Hlds Cmm,6169152000,10.56,3.62,394000000,1.11,0.00,0.0000,37.19,-8.70,-0.0088,-0.0769,-0.0675,-0.1034,-0.88,0.4187,0.2607,1942055,35.35,47.13
HE,Hawaiian Electric Industries,4875452000,24.32,1.86,203660000,0.22,1.28,0.0286,44.74,25.10,0.2217,0.0079,0.0083,0.2411,0.88,0.5054,0.1271,352895,34.88,45.96
HEI,Heico Corp,16363861000,56.58,2.17,259230000,0.60,0.14,0.0011,121.98,41.40,0.5743,-0.1462,-0.0974,0.3695,0.08,0.3750,0.2513,660290,71.47,147.93
HEI.A,Heico Cp Cl A,12627727000,43.78,2.17,259230000,0.54,0.07,0.0007,94.13,32.70,0.4941,-0.1393,-0.1027,0.3211,-0.08,0.3618,0.2662,551510,57.84,113.69
HES,Hess Corp,18914358000,895.71,0.07,-282000000,1.97,1.00,0.0161,62.12,NaN,0.5338,-0.0300,0.0066,-0.1264,0.56,0.4867,0.4863,3254695,35.59,73.19
HFC,Hollyfrontier Corp,8572868000,7.62,6.95,1097960000,1.46,1.32,0.0253,52.09,-13.00,0.0190,0.0709,0.1351,-0.2296,0.72,0.5521,0.2664,1786865,37.73,69.50
HGV,Hilton Grand Vacations Inc,2752621000,12.07,2.67,298000000,1.97,0.00,0.0000,32.04,10.10,0.2141,-0.0407,0.0060,0.0471,0.72,0.4938,0.1283,1159435,24.17,35.03
HHC,Howard Hughes Corp,5258513000,50.84,2.45,57010000,1.31,0.00,0.0000,121.88,7.70,0.2485,-0.0410,-0.0556,0.0213,0.24,0.3903,0.1996,192770,89.51,135.42
HIG,Hartford Financial Services Group,20906612000,12.68,4.65,1807000000,0.64,1.20,0.0208,57.82,24.60,0.3008,-0.0414,0.0124,0.1546,0.56,0.4348,0.1741,1665330,40.54,61.23
HII,Huntington Ingalls Industries,8445857000,12.73,16.15,836000000,1.18,3.44,0.0169,203.26,-9.80,0.0680,-0.0546,-0.1117,-0.2216,-0.56,0.4039,0.2024,249795,173.80,261.52
HIW,Highwoods Properties,4522366000,13.37,1.28,171840000,0.80,1.90,0.0436,43.60,-1.80,0.1269,0.0002,0.0048,-0.0668,-0.32,0.4569,0.1512,648175,37.09,47.32
HLF,Herbalife Ltd,5688325000,13.92,2.73,296600000,0.48,0.00,0.0000,37.61,-32.60,-0.3620,0.0062,-0.1119,-0.2802,-0.80,0.4682,0.3158,1127455,33.62,61.77
HLT,Hilton Inc,26017748000,26.61,3.42,764000000,1.10,0.60,0.0066,90.70,20.00,0.2632,-0.0324,-0.0947,0.2101,-0.08,0.4400,0.2143,1764310,63.76,101.14
HOG,Harley-Davidson Inc,5198800000,10.06,3.39,531450000,1.21,1.50,0.0452,33.17,-18.20,-0.0278,0.0190,-0.0722,-0.2417,-0.64,0.4476,0.3060,1903860,30.17,43.77
HOLX,Hologic Inc,12940283000,20.72,2.37,-111300000,0.78,0.00,0.0000,48.41,18.10,0.1779,-0.0262,0.0226,0.1906,0.40,0.4494,0.1730,2204490,37.47,52.19
HON,Honeywell International Inc,114128000000,20.50,7.96,6765000000,1.10,3.28,0.0207,158.62,0.50,0.2006,-0.0733,-0.0971,-0.0379,-0.40,0.3932,0.1921,2783345,123.48,178.47
HP,Helmerich & Payne,4007473000,23.72,1.57,482670000,1.57,2.84,0.0776,36.62,-48.20,-0.2361,-0.0471,-0.2763,-0.4908,-0.88,0.3723,0.6273,1587490,35.74,73.74
HPE,Hewlett Packard Enterprise Comp,18082574000,8.25,1.74,1908000000,1.60,0.45,0.0325,13.85,-11.40,0.0484,-0.0494,-0.0785,-0.1284,-0.64,0.4397,0.2641,10357970,12.09,16.97
HPP,Hudson Pacific Properties,5188874000,17.62,0.01,99370000,0.65,1.00,0.0299,33.49,7.30,0.1524,-0.0279,-0.0270,0.0286,-0.40,0.4743,0.1637,846610,27.12,36.19
HPQ,Hewlett-Packard Company,24155196000,7.74,2.17,5327000000,1.42,0.64,0.0393,16.30,-33.90,-0.2033,-0.1466,-0.2141,-0.3483,-1.00,0.2971,0.3942,15367936,16.28,25.72
HRB,H&R Block,4638640000,10.76,2.19,422510000,0.24,1.04,0.0450,23.11,-14.40,-0.0891,-0.0427,-0.2064,-0.1283,-0.88,0.3351,0.1557,2841690,22.96,29.62
HRC,Hill-Rom Holdings Inc,6654774000,20.42,5.02,252400000,0.84,0.84,0.0084,99.60,8.10,0.1248,-0.0623,-0.0457,0.1299,-0.08,0.3719,0.1704,357420,81.82,109.18
HRL,Hormel Foods Corp,23003428000,24.55,1.78,1012140000,0.06,0.84,0.0195,43.08,7.50,0.0094,0.0113,0.0413,0.0629,0.72,0.5203,0.1722,2323355,37.00,46.26
HSIC,Henry Schein Inc,9211332000,16.59,3.79,535880000,0.86,0.00,0.0000,62.13,-5.80,0.0089,0.0093,-0.0988,-0.0892,-0.64,0.4682,0.2509,1008740,56.58,72.81
HST,Host Marriott Financial Trust,12006921000,9.28,1.48,1087000000,1.14,0.80,0.0486,16.45,-15.60,-0.0132,-0.0126,-0.1031,-0.1956,-0.80,0.4323,0.1729,7634415,15.51,20.45
HSY,Hershey Foods Corp,32752850000,27.62,5.71,1177560000,0.07,3.09,0.0198,156.28,53.20,0.4581,-0.0170,0.1276,0.4711,0.72,0.5472,0.1748,1179835,99.15,162.20
HTA,Healthcare Trust of America,6066522000,18.28,1.05,213460000,0.28,1.26,0.0426,29.57,17.10,0.1683,0.0296,0.0591,0.1209,1.00,0.6057,0.1494,1366785,24.21,29.80
HUBB,Hubbell Inc B,7014280000,16.52,7.82,360200000,1.48,3.36,0.0261,128.92,9.90,0.2978,-0.0385,0.0005,0.0117,0.64,0.4777,0.2193,312675,91.88,137.97
HUBS,Hubspot Inc,6740075000,0.00,-0.85,-63830000,1.63,0.00,0.0000,158.59,12.30,0.2614,-0.1616,-0.0859,0.1386,-0.56,0.4181,0.3372,712165,108.39,207.98
HUM,Humana Inc,34200484000,14.37,17.76,1683000000,0.83,2.20,0.0087,253.17,-20.20,-0.1163,-0.0744,-0.0416,-0.2412,-0.56,0.3626,0.2185,1066965,225.65,355.88
HUN,Huntsman Corp,4926721000,8.94,2.45,337000000,2.33,0.65,0.0303,21.47,-6.20,0.1130,0.0151,0.1073,-0.1688,0.40,0.4882,0.2737,2142100,17.33,25.66
HXL,Hexcel Corp,6462905000,22.88,3.40,276600000,1.03,0.68,0.0090,75.96,20.70,0.3247,-0.1085,-0.0549,0.1285,0.08,0.3788,0.2861,492795,53.50,87.00
HZNP,Horizon Therapeutics,4890531000,12.47,2.11,-74190000,0.83,0.00,0.0000,26.23,24.50,0.3424,-0.0317,0.1404,0.4452,0.56,0.4808,0.2620,1211000,16.56,29.44
IAA,Iaa Inc,5328442000,0.00,0.44,183700000,NaN,0.00,0.0000,39.92,NaN,0.0294,-0.1669,-0.0015,0.0294,NaN,0.3822,0.3261,1049320,38.08,49.96
IAC,Iac/Interactive,18736914000,49.23,4.62,626960000,0.90,0.00,0.0000,222.27,8.70,0.2143,-0.0920,-0.0165,0.0924,-0.08,0.4199,0.2492,933020,158.29,268.72
IART,Integra Lifesciences,4954984000,22.71,2.62,60800000,1.10,0.00,0.0000,57.93,-0.10,0.2845,-0.0415,0.0686,-0.0544,0.40,0.4295,0.1824,352415,42.14,65.09
IBKR,Interactive Brokers,18868284000,22.14,2.15,169000000,0.81,0.40,0.0088,45.42,-17.30,-0.1689,-0.0731,-0.1420,-0.1863,-0.88,0.3816,0.4606,554850,44.50,62.53
IBM,International Business Machines,122587000000,10.30,13.71,8728000000,1.33,6.48,0.0468,138.38,0.80,0.2174,-0.0156,-0.0156,-0.0675,0.32,0.4496,0.1357,2899670,105.94,152.95
ICE,Intercontinental Exchange,52084968000,25.85,3.65,1988000000,0.50,1.10,0.0118,92.94,27.70,0.2338,-0.0206,0.0395,0.2330,0.88,0.5241,0.1917,2086860,69.69,95.55
ICUI,I C U Medical Inc,3188764000,21.23,7.46,28790000,0.93,0.00,0.0000,154.30,-31.00,-0.3280,-0.0108,-0.3765,-0.4234,-1.00,0.3330,0.2018,244315,151.01,284.69
IDA,Idacorp Inc,4329709000,25.28,4.43,226800000,0.22,2.52,0.0228,110.59,17.20,0.1884,0.0142,0.0612,0.1011,0.80,0.5290,0.1411,302300,89.31,114.01
IDXX,Idexx Laboratories,23048012000,58.76,4.63,377030000,0.82,0.00,0.0000,267.72,22.70,0.4392,-0.0719,-0.0326,0.1936,0.08,0.4470,0.1881,399020,176.11,292.17
IEX,Idex Corp,11552256000,27.59,5.66,410570000,1.23,2.00,0.0131,152.31,7.90,0.2063,-0.0980,-0.1074,0.0447,0.08,0.3421,0.1865,468940,117.72,173.84
IFF,International Flavors & Fragrances,12185163000,21.03,5.63,337300000,0.84,3.00,0.0263,114.12,-18.80,-0.1501,-0.0317,-0.2005,-0.1816,-0.80,0.4077,0.3073,1124605,104.86,152.95
IGT,International Game Technology,2771143000,12.60,1.11,-21350000,1.33,0.80,0.0590,13.57,-16.00,-0.0725,0.0503,0.0119,-0.1942,0.24,0.4928,0.3535,2412300,11.32,19.32
ILMN,Illumina Inc,42388916000,52.10,5.79,826000000,1.07,0.00,0.0000,288.36,-12.00,-0.0386,0.0680,-0.2313,-0.1152,-0.56,0.4591,0.3578,1028525,263.30,380.76
INCY,Incyte Corp,16009588000,47.32,1.58,109490000,1.05,0.00,0.0000,74.44,9.20,0.1706,-0.0606,-0.1032,0.1600,-0.88,0.4253,0.3091,1243965,57.00,89.30
INFO,IHS Markit Ltd,26701790000,32.31,2.09,542300000,0.79,0.00,0.0000,66.59,31.10,0.3882,-0.0194,0.0311,0.2600,0.88,0.5210,0.1882,2664550,44.52,68.88
INGR,Ingredion Inc,5210200000,12.03,6.51,443000000,0.82,2.52,0.0323,78.08,-22.30,-0.1457,-0.0138,-0.0580,-0.2647,-0.64,0.4485,0.1677,532645,73.00,107.52
INTC,Intel Corp,220282000000,10.93,4.63,21053000000,0.91,1.26,0.0253,49.72,8.10,0.0596,-0.0235,0.0398,0.0573,0.24,0.4913,0.2184,18505641,42.36,59.59
INTU,Intuit Inc,67876712000,48.06,5.55,1557000000,1.10,1.88,0.0072,260.99,20.00,0.3258,-0.0932,-0.0374,0.2008,-0.08,0.4258,0.1793,1178265,182.61,295.77
INVH,Invitation Homes Inc,15969127000,136.05,0.22,-4930000,0.39,0.52,0.0175,29.70,42.70,0.4791,0.0320,0.0757,0.3277,1.00,0.5995,0.1224,5584560,19.21,30.13
IONS,Ionis Pharmaceuticals,8248755000,18.22,3.30,273740000,1.95,0.00,0.0000,58.71,14.00,0.0860,-0.0492,-0.0829,0.3047,-1.00,0.4088,0.3303,986135,43.27,86.58
IP,International Paper Company,15096688000,7.15,5.47,2012000000,1.53,2.00,0.0520,38.43,-14.90,-0.0478,-0.0254,-0.1127,-0.1880,-0.88,0.4009,0.2164,3315105,36.45,48.24
IPG,Interpublic Group of Companies,7849010000,10.88,1.94,618900000,1.11,0.94,0.0464,20.27,-9.00,-0.0175,-0.0222,-0.1308,-0.1338,-0.80,0.4259,0.2458,3559990,19.56,25.10
IPGP,Ipg Photonics Corp,6635104000,23.06,5.71,404030000,2.18,0.00,0.0000,124.72,-13.50,0.1009,-0.0658,-0.1169,-0.0791,-0.64,0.4328,0.3609,347815,104.64,182.17
IQV,Iqvia Holdings Inc,28312704000,26.99,5.51,259000000,0.89,0.00,0.0000,144.53,13.20,0.2441,-0.0619,-0.0918,0.1431,-0.08,0.4033,0.2358,1678045,104.90,164.13
IR,Ingersoll-Rand Plc [Ireland],27303032000,19.25,6.05,1337600000,1.24,2.12,0.0188,113.02,11.50,0.2388,-0.0706,-0.0984,0.0929,-0.24,0.3367,0.1983,1043100,85.15,128.31
IRM,Iron Mountain Inc,9181682000,15.15,1.23,363350000,0.55,2.44,0.0764,31.98,-0.80,-0.0133,-0.0324,0.0162,-0.0569,-0.24,0.4977,0.2276,2509120,29.28,37.32
ISRG,Intuitive Surg Inc,58663772000,53.08,9.92,1127900000,1.13,0.00,0.0000,509.00,-3.80,0.0628,0.0074,-0.0453,-0.0332,-0.40,0.4583,0.2788,612790,430.24,589.32
IT,Gartner Inc,12672361000,34.94,4.08,122460000,1.24,0.00,0.0000,140.59,-5.50,0.0997,0.0248,-0.1588,-0.0824,-0.40,0.5005,0.1751,628580,120.89,171.77
ITT,ITT Inc,4857600000,16.34,3.48,333700000,1.60,0.59,0.0107,55.20,-0.10,0.1436,-0.0620,-0.1495,-0.0628,-0.40,0.3846,0.2461,565920,44.89,66.88
ITW,Illinois Tool Works Inc,47357176000,19.92,7.54,2563000000,1.22,4.28,0.0292,146.40,8.90,0.1556,-0.0399,0.0011,0.0407,0.08,0.4146,0.1944,1109225,117.75,161.71
IVZ,Invesco Plc,7225417000,6.81,2.31,882800000,1.54,1.24,0.0806,15.38,-27.50,-0.0812,-0.0375,-0.2530,-0.3137,-0.88,0.3643,0.2606,4886610,15.15,22.79
JAZZ,Jazz Pharma Plc,6714117000,9.36,13.42,447100000,1.11,0.00,0.0000,118.58,-24.80,-0.0434,-0.0623,-0.1585,-0.2682,-0.88,0.3469,0.3292,477780,113.52,166.46
JBGS,Jbg Smith Properties,5205469000,24.32,0.35,39920000,0.69,0.90,0.0232,38.81,5.00,0.1149,-0.0125,-0.0324,0.0489,-0.64,0.4763,0.1224,550610,33.30,43.21
JBHT,J B Hunt Transport,11315805000,18.97,5.70,489590000,1.14,1.04,0.0098,105.99,1.20,0.1391,-0.0429,0.1879,-0.1247,0.40,0.4599,0.1688,778285,83.64,121.74
JBL,Jabil Circuit,5294333000,18.84,1.89,287110000,0.97,0.32,0.0092,34.62,49.40,0.3965,0.1536,0.1164,0.3733,1.00,0.6198,0.3829,2093620,21.49,36.14
JBLU,Jetblue Airways Cp,4901738000,9.83,1.69,188000000,0.84,0.00,0.0000,16.55,-3.50,0.0302,-0.0075,-0.1498,-0.0798,-0.88,0.4330,0.2460,5119765,15.19,19.83
JCI,Johnson Controls Intl,32870656000,19.56,2.16,2162000000,0.94,1.04,0.0252,41.31,24.50,0.3933,-0.0353,-0.0091,0.1315,0.40,0.4083,0.1934,4573620,28.30,44.65
JEC,Jacobs Engineering Group Inc,11969893000,19.00,4.68,163430000,1.34,0.68,0.0077,88.34,27.30,0.5111,-0.0431,0.0573,0.1461,0.80,0.4885,0.1695,1070325,55.17,94.10
JEF,Jefferies Financial Group Inc,5097051000,0.00,0.70,1026790000,1.45,0.52,0.0309,16.99,-21.00,-0.0213,-0.1109,-0.2098,-0.2594,-1.00,0.3522,0.4407,6047975,16.20,23.12
JHG,Janus Henderson Group Plc,3844439000,8.40,2.45,523800000,1.30,1.44,0.0718,20.06,-17.00,-0.0319,-0.0035,-0.0882,-0.2133,-0.72,0.4229,0.2357,1489285,17.68,25.83
JKHY,Jack Henry & Assoc,10948444000,41.14,3.52,271890000,0.91,1.60,0.0112,142.28,-1.70,0.1246,-0.0370,0.0453,-0.0780,0.64,0.4621,0.1652,377130,120.20,157.78
JLL,Jones Lang Lasalle Inc,6806056000,10.44,12.84,484500000,1.75,0.86,0.0065,132.10,-3.90,0.0434,-0.0389,-0.0462,-0.0277,-0.56,0.4312,0.2189,275230,119.79,173.32
JNJ,Johnson & Johnson,347948000000,15.31,8.70,15297000000,0.69,3.80,0.0288,131.84,-2.70,0.0216,0.0283,-0.0648,-0.0542,-0.40,0.5227,0.1390,6702255,121.00,148.99
JNPR,Juniper Networks,8005641000,17.57,1.35,566900000,0.98,0.76,0.0328,23.15,-18.40,-0.1397,-0.0422,-0.1231,-0.1965,-1.00,0.4070,0.2295,2934105,22.42,30.80
JPM,JP Morgan Chase & Company,357543000000,11.96,9.56,32474000000,1.20,3.60,0.0322,111.82,5.10,0.1455,-0.0070,-0.0093,-0.0304,0.48,0.4482,0.1830,11492490,91.11,120.40
JW.A,John Wiley Sons Cl A,2420218000,15.78,2.76,168260000,1.08,1.36,0.0317,42.86,-19.40,-0.0875,-0.0158,-0.0721,-0.2766,-0.72,0.4288,0.2474,373645,40.66,59.63
JWN,Nordstrom,5105998000,10.08,3.28,564000000,0.73,1.48,0.0449,32.96,-40.70,-0.2929,0.0608,0.0358,-0.4677,-0.24,0.5423,0.4537,3774185,25.01,67.75
K,Kellogg Company,21056336000,15.79,3.97,1336000000,0.53,2.28,0.0369,61.84,-3.40,0.0847,-0.0371,0.1156,-0.1198,0.56,0.4611,0.1378,1667985,51.34,72.98
KAR,Kar Auction Services Inc,3162023000,10.13,2.32,328000000,1.07,0.76,0.0321,23.69,12.90,0.3106,-0.0860,-0.0424,0.0894,0.24,0.3931,0.1961,3467315,16.41,28.61
KDP,Keurig Dr Pepper Inc,37883752000,23.90,1.15,586000000,0.46,0.60,0.0223,26.93,9.70,0.0503,0.0026,-0.0999,0.1937,-0.80,0.4540,0.2255,2540235,22.39,31.06
KEX,Kirby Corp,4723273000,27.35,2.98,78450000,1.05,0.00,0.0000,78.85,2.20,0.1706,0.0397,0.0383,-0.0637,0.56,0.4997,0.2537,503020,60.63,86.44
KEY,Keycorp,16794554000,9.76,1.77,1866000000,1.29,0.74,0.0442,16.74,-8.10,0.1326,-0.0036,-0.0601,-0.1842,NaN,0.4323,0.1894,9381900,13.65,20.64
KEYS,Keysight Technologies Inc Comm,17148380000,23.76,4.05,165000000,1.27,0.00,0.0000,91.42,42.20,0.4726,-0.0676,0.0177,0.4291,0.56,0.4319,0.2643,1386880,53.21,102.00
KHC,Kraft Heinz Company,32585958000,0.00,2.40,-10192000000,0.77,1.60,0.0599,26.71,-44.80,-0.3794,-0.0209,-0.1297,-0.5319,-0.80,0.4214,0.2220,7531790,24.86,58.08
KIM,Kimco Realty Corp,8674093000,14.33,0.80,497800000,0.59,1.12,0.0545,20.55,38.40,0.4027,0.0620,0.1025,0.2788,1.00,0.6213,0.1341,4132765,14.29,20.95
KLAC,K L A-Tencor Corp,24485704000,18.99,8.48,1175620000,1.71,3.00,0.0194,154.52,71.20,0.7267,0.0234,0.3167,0.5573,0.80,0.5480,0.2774,1651495,80.65,162.68
KMB,Kimberly-Clark Corp,47184484000,21.11,6.64,1410000000,0.55,4.12,0.0300,137.11,24.00,0.2034,-0.0068,-0.0100,0.1999,0.72,0.4868,0.2069,1744350,100.32,143.50
KMI,Kinder Morgan,45298736000,21.83,0.93,1609000000,0.81,1.00,0.0500,20.01,12.40,0.3010,-0.0196,-0.0499,0.0988,0.08,0.4342,0.1297,10373070,14.62,21.50
KMPR,Kemper Corp,4911820000,14.03,5.38,190100000,1.24,1.00,0.0136,73.73,-4.60,0.1107,-0.0034,-0.1775,-0.0929,-0.72,0.4318,0.2125,379625,61.57,91.97
KMX,Carmax Inc,14091367000,16.57,5.21,842410000,1.17,0.00,0.0000,85.10,28.30,0.3566,-0.0105,-0.0308,0.1981,0.88,0.4896,0.2588,1563880,55.24,92.01
KNX,Knight-Swift Transporation Inc,5834887000,12.91,2.71,419260000,1.98,0.24,0.0070,34.22,11.50,0.3650,-0.0455,0.0255,0.0641,0.72,0.4652,0.2760,1967440,23.27,39.26
KO,Coca-Cola Company,229110000000,25.41,2.12,6434000000,0.45,1.60,0.0299,53.58,19.00,0.1316,-0.0299,0.0304,0.1528,0.56,0.4738,0.1587,11184760,44.25,55.92
KOS,Kosmos Energy Ltd,2119704000,0.00,-0.33,-93990000,1.98,0.18,0.0342,5.28,-31.60,0.2973,-0.1456,-0.1171,-0.4261,NaN,0.3474,0.5170,5148715,3.53,9.44
KR,Kroger Company,19607648000,11.72,2.12,3110000000,0.58,0.64,0.0262,24.46,-8.60,-0.1105,-0.0097,0.1220,-0.1666,0.32,0.4811,0.1895,9271595,20.70,31.98
KRC,Kilroy Realty Corp,7782922000,21.69,2.68,258420000,0.76,1.94,0.0252,77.08,10.90,0.2258,-0.0095,0.0086,0.0762,0.48,0.4818,0.1471,678330,59.05,80.66
KSS,Kohl's Corp,7701747000,8.99,5.38,801000000,1.04,2.68,0.0554,48.40,-33.50,-0.2704,-0.0033,0.0027,-0.3270,-0.64,0.4837,0.3244,3079180,43.33,83.28
KSU,Kansas City Southern,12662102000,20.31,6.31,627400000,0.94,1.44,0.0114,126.73,23.40,0.3277,-0.0169,0.0449,0.1297,0.72,0.4724,0.1423,734920,90.55,134.70
L,Loews Corp,14722882000,14.89,3.33,636000000,0.67,0.25,0.0051,48.69,1.30,0.0696,-0.0120,-0.1252,-0.0430,-0.40,0.4102,0.1807,977680,42.06,56.20
LAMR,Lamar Advertis A,8189677000,14.86,3.60,305230000,0.96,3.84,0.0471,81.59,13.30,0.1794,0.0695,0.0015,0.0688,0.72,0.5642,0.1693,377745,64.51,84.50
LAZ,Lazard Ltd,4532727000,10.25,3.40,527130000,1.71,1.88,0.0538,34.93,-15.90,-0.0536,-0.0243,0.0055,-0.2501,-0.32,0.4874,0.2188,854950,31.07,46.66
LB,L Brands Inc,4892139000,6.89,2.68,644000000,0.81,1.20,0.0678,17.70,-46.60,-0.3105,0.0592,-0.3575,-0.3920,-1.00,0.4007,0.3449,5187470,15.82,38.00
LBRDA,Liberty Broadbd A,19479136000,270.05,0.40,69950000,1.26,0.00,0.0000,107.30,35.00,0.4942,-0.0079,0.0284,0.3121,1.00,0.5729,0.1525,111915,68.76,109.56
LBRDK,Liberty Broadbd C,19504550000,269.98,0.40,69950000,1.25,0.00,0.0000,107.44,34.80,0.4916,-0.0098,0.0163,0.3183,1.00,0.5620,0.1521,625440,68.47,109.72
LDOS,Leidos Holdings Inc,11769245000,18.50,4.53,582000000,1.52,1.36,0.0166,81.84,29.10,0.5524,-0.0660,0.0053,0.2180,0.40,0.4214,0.1901,1221960,50.33,89.00
LEA,Lear Corp,6489297000,6.89,15.92,1149800000,1.48,3.00,0.0282,106.30,-27.10,-0.1348,-0.1161,-0.1901,-0.2680,-0.88,0.3451,0.1950,484990,105.10,160.00
LECO,Lincoln Elec Hldg,4979387000,16.85,4.95,287070000,1.23,1.88,0.0233,80.60,-4.80,0.0222,-0.0495,0.0005,-0.1119,-0.08,0.3992,0.2071,333800,72.28,91.69
LEG,Leggett & Platt Inc,5055022000,16.23,2.42,305900000,1.10,1.60,0.0416,38.45,-2.70,0.0728,-0.0136,0.0037,-0.0932,-0.40,0.4308,0.1663,942810,33.48,46.50
LEN,Lennar Corp,19051714000,10.61,5.59,1695830000,1.10,0.16,0.0027,59.14,42.60,0.5106,0.1373,0.2252,0.3015,1.00,0.7173,0.2026,4008880,37.29,59.98
LEN.B,Lennar Corp Cl B,15115090000,8.44,5.59,1695830000,1.08,0.16,0.0034,46.92,36.30,0.4976,0.1402,0.2112,0.2344,1.00,0.7064,0.2183,72180,29.80,47.61
LFUS,Littelfuse Inc,4278065000,21.65,8.23,164570000,1.08,1.92,0.0110,173.99,-2.50,0.0146,0.0454,0.0092,-0.0429,-0.24,0.5171,0.2912,141565,149.80,206.00
LGF.A,Lions Gate Entertainment Corp Cl A,1948585000,19.02,0.49,-284200000,1.20,0.00,0.0000,8.95,-62.00,-0.4441,-0.1766,-0.2891,-0.6146,-1.00,0.3737,0.4793,1053955,8.51,24.98
LGF.B,Lions Gate Entertainment Corp Cl B,1841903000,17.88,0.49,-284200000,1.27,0.00,0.0000,8.46,-63.20,-0.4315,-0.1770,-0.2897,-0.6151,-1.00,0.3786,0.4913,726250,8.06,23.41
LH,Laboratory Corp of America Holdings,15971994000,15.45,10.81,883700000,1.03,0.00,0.0000,163.48,-0.20,0.2938,-0.0546,-0.0705,-0.0395,0.08,0.4133,0.1527,563230,119.38,178.44
LHX,L3Harris Technologies Inc,46573820000,24.82,8.29,949000000,0.92,3.00,0.0143,209.25,39.10,0.5540,-0.0254,0.1330,0.2504,0.56,0.5114,0.1936,1495130,123.24,217.31
LII,Lennox International,9001084000,23.21,10.07,359000000,0.90,3.08,0.0133,232.43,7.00,0.0620,-0.0591,-0.1913,0.0798,-0.88,0.3901,0.2277,378580,177.36,298.49
LIN,Linde Plc,100323000000,0.00,3.52,4381000000,0.76,0.00,0.0000,184.11,12.10,0.1799,-0.0285,-0.0871,0.1365,-0.08,0.4227,0.2175,1463490,145.95,206.82
LKQ,LKQ Corp,9212247000,13.46,2.25,480120000,1.32,0.00,0.0000,29.89,7.10,0.2596,0.1112,0.1439,-0.0099,0.72,0.5355,0.4317,2600295,22.74,33.17
LLY,Eli Lilly and Company,103485000000,19.43,5.55,3232000000,0.16,2.58,0.0241,107.19,-7.00,-0.0737,-0.0601,-0.0388,-0.0716,-1.00,0.4091,0.1937,3133125,104.17,132.13
LM,Legg Mason Inc,3068277000,12.05,2.99,-28510000,1.51,1.60,0.0452,35.37,21.00,0.3865,-0.0697,-0.0623,0.1384,0.40,0.3823,0.1793,643625,23.25,40.27
LMT,Lockheed Martin Corp,107910000000,18.70,20.52,5046000000,0.96,8.80,0.0230,382.12,22.80,0.4594,-0.0115,0.0351,0.0920,0.72,0.4964,0.1544,1134410,241.18,399.96
LNC,Lincoln National Corp,10794406000,6.22,8.99,1641000000,1.99,1.48,0.0274,53.92,-18.30,0.0509,-0.0232,-0.1809,-0.2360,-0.72,0.3850,0.2654,1242380,48.07,70.60
LNG,Cheniere Energy,15298953000,99.19,0.62,471000000,1.12,0.00,0.0000,59.58,-10.50,0.0066,-0.0389,-0.1338,-0.1058,-0.88,0.3820,0.2069,1802240,55.09,70.60
LNT,Alliant Energy Corp,12681246000,25.13,2.14,522300000,0.25,1.42,0.0266,53.39,26.50,0.2637,0.0216,0.0693,0.2104,1.00,0.5540,0.1256,1114735,40.68,54.59
LOGM,Logmein Inc,3317714000,15.89,4.26,74370000,1.09,1.30,0.0195,66.59,-22.60,-0.1836,-0.0123,-0.1074,-0.1889,-1.00,0.4238,0.2985,484675,65.04,96.87
LOPE,Grand Canyon Educati,4684726000,18.72,5.33,229010000,0.70,0.00,0.0000,96.91,-22.10,0.0080,-0.1285,-0.1682,-0.1535,-0.72,0.3028,0.3709,396300,90.67,132.72
LOW,Lowe's Companies,82196592000,20.77,5.21,2314000000,1.30,2.20,0.0207,106.50,3.50,0.1531,-0.0716,0.0176,-0.0309,0.80,0.4560,0.1413,3862610,84.75,118.23
LPLA,Lpl Financial Hld,6020903000,11.23,6.59,439460000,1.37,1.00,0.0137,73.15,14.40,0.1976,-0.0488,-0.1152,0.1466,-0.40,0.3894,0.3329,740910,52.03,89.89
